ID;title;description;content;item_from;item_type;item_source;permalink;tags;"ClassificaÁ„o da Obra";;"Tipo de Materia";"Ano de PublicaÁ„o";Autor;Ilustrador;Tradutor;EdiÁ„o;Editora;"SÈrie (ColeÁ„o)";"Local de PublicaÁ„o";ISBN/ISSN;"N˙mero de P·ginas";Resenha;Volume;PremiaÁ„o;Files
141;"Miss„o : assustar a irm„";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=141;;;;;;;;;;"Melhorament os";;;"85-06-03783-
2";;;;;
3602;"A minhoca travessa";"Autor: Dutra, Guido Heleno, Verdolin Filho, Ferruccio, Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3602;;;;;;;;;;RHJ;;;;||;;;;;
3603;"Barquinho de papel";"Autor: Siguemoto, Regina, Martinez Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3603;;;;;;;;;"2. ed.";Compor;;;;||;;;;;
3604;"A fada enfadada";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3604;;;;;;;;;"9. ed.";FTD;;;"85-322-0215-
2";||;;;;;
3605;"A planta e o vento";"Autor: Silva, Lygia Camargo, Raquel, Ana, Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3605;;;;;;;;;"9. ed.";"Editora √Åtica";;;"85-08-01559-
3";||;;;;;
3606;"A girafa sem sono";"Autor: Iacocca, Liliana, Iacocca, Michele Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3606;;;;;;;;;"5. ed.";"Editora √Åtica";;;"85-08-03324-
9";||;;;;;
3607;"A planta e o vento";"Autor: Silva, Lygia Camargo, Raquel, Ana, Ano:  1991,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3607;;;;;;;;;"3. ed.";"Editora √Åtica";;;"85-08-01559-
3";||;;;;;
3608;"Dona galinha e o ovo de p·scoa";"Autor: S·, Eliana Caldas, Roberto Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3608;;;;;;;;;"6. ed.";Scipione,;;;"85-262-1522-
1";||;;;;;
3609;Surpresas!;"Autor: FranÁa, Mary, FranÁa, Eliardo Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3609;;;;;;;;;"7. ed.";√Åtica.;;;"85-08-02409-
6";||;;;;;
3610;"Barrig„o no ch„o";"Autor: Brites, Mell Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3610;;;;;;;;;;"Companhia das Letrinhas,";;;"978-85-7406-
600-4";||;;;;;
3611;"Eletricidade chocante";"Autor: Arnold, Nick Saulles, Tony de
Mour„o Neto, Maria Silvia Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3611;;;;;;;;;;"Melhorament os,";;;"978-85-06-
03720-4";||;;;;;
3612;"HistÛrias de bruxas: travessas";"Autor: MaÒeru, MarÌa Rocha, Eduardo Rocha, Ruth TellerÌa, JosÈ Luis Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3612;;;;;;;;;;Record,;;;"85-01-06331-
2";||;;;;;
3613;"Alice vÍ";"Autor: Rosa, Sonia.  Ano:  2013.";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3613;"Literatura infantil";"Infantil, Infantil::Leitor Iniciante";;Livro;2013;;" Luma";;;DCL,;;"	S√£o Paulo";"978-85-368-
1919-8";"	15";;;;;
3615;"A menina das bolhinhas de sab„o";"Autor: Hohlfeldt, AntÙnio Furnari, Eva Ano:  1989,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3615;;;;;;;;;"3. ed.";FTD,;;;;||;;;;;
3616;"O jardim";"Autor: Andrade, Carlos Drummond Atak Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3616;;;;;;;;;;"Companhia das Letrinhas,";;;"978-85-7406-
669-1";||;;;;;
3617;"O que È que tem o meu cabelo?";"Autor: Kitamura, Satoschi Brand„o, Eduardo Ano:  2008,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3617;;;;;;;;;;"Companhia das Letrinhas,";;;"978-85-7406-
333-1";||;;;;;
3618;I;"Autor: Cousseau, Alex Turin, Philippe-Henri Cademartori, Ligia Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3618;;;;;;;;;;FTD,;;;"978-85-322-
8273-6";||;;;;;
3619;"O mundo encantado de Papai Noel";"Autor: Dansa, Luiza, Dansa, Salmo Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3619;;;;;;;;;"3. ed.";FTD,;;;"85-322-1044-
9";||;;;;;
3620;"Leo e a baleia";"Autor: Davies, Benji Garcia, MarÌlia Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3620;;;;;;;;;;"Paz e Terra,";;;"978-85-7753-
297-1";||;;;;;
3621;"Hugo, a m·quina de abraÁar";"Autor: Campbell, Scott Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3621;;;;;;;;;;Salamandra,;;;"978-85-16-
10131-2";||;;;;;
3622;"O monstro do pÈ molhado";"Autor: Toledo, Nana Karsten, Guilherme Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3622;;;;;;;;;;"Gato Leitor,";;;"978-85-
69086-00-0";||;;;;;
3623;"A menina tagarela";"Autor: Matos, Giulieny Vicente, Luma Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3623;;;;;;;;;;RHJ,;;;"978-85-7153-
346-2";||;;;;;
3624;VÙvÛ;"Autor: Vilardo, Cacau Rampoze, Alexandre Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3624;;;;;;;;;;Paulinas,;;;"978-85-356-
3873-8";||;;;;;
3625;"Brigas, bilhetes e beijos";"Autor: Tufano, Renata Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3625;;;;;;;;;;Moderna,;;;"978-85-16-
09645-8";||;;;;;
3626;"O papiro de CÈsar";"Autor: Goscinny, RenÈ Ferri, Jean-Yves Conrad, Didier
koatz, Gilson Dimenstein Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3626;;;;;;;;;;Record,;;;"978-85-01-
10614-8";||;;;;;
3627;"Quantoon: colet‚nia de humor";"Autor:  Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3627;;;;;;;;;;SESI-SP,;;;"978-85-8205-
643-1";||;;;;;
3628;"Sobrenatural social clube";"Autor:  Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3628;;;;;;;;;;SESI-SP;;;"978-85-8205-
670-7";||;;;;;
3629;"Roupa de brincar";"Autor: Rocha, Eliandro Elma Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3629;;;;;;;;;;"Pulo do Gato,";;;"978-85-
64974-84-5";||;;;;;
3630;"Luna em: a festa surpresa";"Autor: Catunda, Celia Mistrorigo, Kiko Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3630;;;;;;;;;;Salamandra,;;;"978-85-16-
10209-8";||;;;;;
3631;I;"Autor: Green, Dan Almenara, Daniela Peres Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3631;;;;;;;;;;Moderna;;;"978-85-16-
09672-4";||;;;;;
3632;"Perdidos no espaÁo: uma maravilhosa aventura de astronomia!";"Autor: Green, Dan Almenara, Daniela Peres Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3632;;;;;;;;;;Moderna;;;"978-85-16-
09673-1";||;;;;;
3633;"Dudu e a caixa";"Autor: Loducca, Stela Greco Alphen, Jean-Claude R. Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3633;;;;;;;;;;"Companhias das Letrinhas";;;"978-85-7406-
645-5";||;;;;;
3634;Abcdinos;"Autor: Anelli, Luiz E., Mattar, Graziella Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3634;;;;;;;;;;Peir√≥polis;;;"978-85-7596-
349-4";||;;;;;
3635;"O rei com orelhas de burro";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3635;;;;;;;;;;Cortez;;;"978-85-249-
2072-1";||;;;;;
3636;"Eu, edo, com medo fedo";"Autor: Ribeiro, Darcy Tasso, Luciano Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3636;;;;;;;;;;"Global Editora";;;"978-85-260-
2144-0";||;;;;;
3637;"Fico, o gato do rabo emplumado";"Autor: Ribeiro, Darcy Tasso, Luciano Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3637;;;;;;;;;;"Global Editora";;;"978-85-260-
2106-8";||;;;;;
3638;"o que È qualidade em literatura infantil e juvenil? com a palavra o escritor";"Autor: Bernardo, Gustavo Barbosa, RogÈrio Andrade Ramos, Anna Claudia QueirÛs, Bartolomeu Campos de
Carneiro, Fl·vio Cunha, Leo
Nazareth, Carlos Augusto Aguiar, Luiz Antonio Sisto, Celso
Azevedo, Ricardo Oliveira, Leda de Ano:  2005,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3638;;;;;;;;;;DCL,;;;"978-85-7338-
998-2";||;;;;;
3639;I;"Autor: Bakhtin, Mikhail Grilo, Sheila Ano:  2013,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3639;;;;;;;;;;"Editora 34,";;;"978-85-7326-
542-2";||;;;;;
3640;"ABC do Cascatinha";"Autor: Castrinho Chico City PromoÁıes Ano:  1985,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3640;;;;;;;;;;"Nova Fronteira";;;;||;;;;;
3641;"Onde mora o arco-Ìris?";"Autor: Nicolelis, Giselda Laporta, Cunha, Carlos da, Ano:  1982,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3641;;;;;;;;;;Pioneira;;;;||;;;;;
3642;"O negrinho do pastoreio";"Autor: Urbim, Carlos, Rosa, Rodrigo, Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3642;;;;;;;;;;"RBS
Publica√ß√µes";;;"85-89489-69-
8";||;;;;;
3643;I;"Autor: Romanelli, Edgard, Luna, Pedro, Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3643;;;;;;;;;"2. ed.";Moderna;;;"85-16-01468-
1";||;;;;;
3644;"Qual È seu personagem?";"Autor: Borges, RogÈrio Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3644;;;;;;;;;;"Editora do Brasil,";;;"978-85-10-
05132-3";||;;;;;
3645;"O pequeno herÛi de Harlem";"Autor: Romera, Pirucha, Mignone, Mario Ano:  1990,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3645;;;;;;;;;;"Livros do Tatu";;;"950-25-1814-
4";||;;;;;
3646;"Pau-brasil: a arte e o engenho do povo brasileiro";"Autor: Pimentel, LuÌs Negro, MaurÌcio Ano:  2010,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3646;;;;;;;;;;Moderna,;;;"978-85-16-
06699-4";||;;;;;
3647;"Folcore de chuteiras";"Autor: Gomes, Alexandre de Castro
Visca Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3647;;;;;;;;;;Peir√≥polis,;;;"978-85-7596-
341-8";||;;;;;
3648;"O barba-azul";"Autor: Rocha, Ruth, Denise Fernando. Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3648;;;;;;;;;;FTD,;;;"85-322-1780- X";||;;;;;
3649;"Um avi„o e uma viola";"Autor: Machado, Ana Maria, Calvi, Gian, Ano:  1982,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3649;;;;;;;;;;"Melhorament os";;;;||;;;;;
3650;"O casamento da dona lagarta";"Autor: Dantas, ThomÈ, MaurÌcio, Marcos, Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3650;;;;;;;;;;Editus;;;;||;;;;;
3651;"Como nasceram as estrelas: doze lendas brasileiras";"Autor: Lispector, Clarice, Leite, Ricardo, Ano:  1987,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3651;;;;;;;;;"5. ed.";"Nova Fronteira,";;;"85-209-0047- X";||;;;;;
3652;Almanaque;"Autor: Rocha, Ruth Linares, Alberto Alcy
Martins, Cl·udio Teixeira, Elisabeth Eduar, Gilles Alexandrino, Helena Zigg, Ivan
Maia, Luiz  EugÍnia, Maria Massarani, Mariana Castanha, Marilda Miadaira
Borges, RogÈrio Suppa
Ono, Walter Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3652;;;;;;;;;;√Åtica,;;;"978-85-08-
08756-X";||;;;;;
3653;"Conversas sobre poesia com Carlos Drummond de Andrade";"Autor: Gonzalez, Cruz Domingo Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3653;;;;;;;;;;"Escrita Fina,";;;"978-85-
63877-59-8";||;;;;;
3654;"O rei do bai„o: do nordeste para o mundo";"Autor: Viana, Arievaldo Oliveira,  JÙ Ano:  2012,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3654;;;;;;;;;;"Planeta Jovem,";;;"978-85-7665-
821-4";||;;;;;
3655;"As sobrinhas da bruxa Onilda e Chapeuzinho Vermelho";"Autor: Company, MercË, Capdevila, Roser GonÁalves, Rita E. Garcia Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3655;;;;;;;;;;Scipione;;;"85-262-3179-
0";||;;;;;
3656;"A origem do amor";"Autor: Dansa, Lecticia, Dansa, Salmo Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3656;;;;;;;;;;FTD,;;;"978-85-322-
4843-8";||;;;;;
3657;"O planeta guerra";"Autor: Dansa, Lecticia, Dansa, Salmo, Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3657;;;;;;;;;;FTD,;;;"85-322-4842- X";||;;;;;
3658;"Cor de camale„o";"Autor: Daher, AndrÈa, PrÈ, Zaven, Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3658;;;;;;;;;;"Companhia das Letrinhas";;;"85-7406-002- X";||;;;;;
3659;"Bicho estranho";"Autor: Debs, Paulo, Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3659;;;;;;;;;;MK;;;"85-89516-29-
6";||;;;;;
3660;"O vestido de Kak·";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3660;;;;;;;;;;Dimens√£o;;;;||;;;;;
3661;Resenha;"Autor: Machado, Anna Rachel Lousada, Eliane GouvÍa Abreu-Tardelli, LÌlia Santos Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3661;;;;;;;;;;Par√°bola,;;;"978-85-
88456-30-3";||;;;;;
3662;"CÈu, vento e pipa";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3662;;;;;;;;;;Dimens√£o;;;"85-7319-200-
3";||;;;;;
3663;"O pega-pega";"Autor: FranÁa, Mary, FranÁa, Eliardo Ano:  1991,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3663;;;;;;;;;"13. ed.";√Åtica;;;"85-08-02419-
3";||;;;;;
3664;"O ursinho azul";"Autor: Dinorah, Maria, Lacerda, Leninha, Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3664;;;;;;;;;;Moderna;;;"85-16-00648-
4";||;;;;;
3665;"Como e por que ler a literatura infantil brasileira";"Autor: Zilberman, Regina Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3665;;;;;;;;;;Objetiva,;;;"978-85-7302-
663-4";||;;;;;
3666;"Leitura e interpretaÁ„o em biblioteconomia";"Autor: Lucas, Clarinda Rodrigues Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3666;;;;;;;;;;"Editora Unicamp,";;;978-85-;||;;;;;
3667;"Precis na lÌngua portuguesa: teoria e pr·tica de index„o";"Autor: Fujita, Mari‚ngela Spotti Lopes Ano:  1988,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3667;;;;;;;;;;"Editora Universidade de Bras√≠lia,";;;"978-85-230-
0268-5";||;;;;;
3668;"MediaÁ„o pedagÛgica na sala de aula";"Autor: Fontana, Roseli Ap. CaÁ„o Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3668;;;;;;;;;;"Autores Associados,";;;"978-85-
85701";||;;;;;
3669;"O rabo do gato";"Autor: FranÁa, Mary FranÁa, Eliardo Ano:  1990,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3669;;;;;;;;;"16. ed.";√Åtica;;;"85-08-01960-
2";||;;;;;
3670;"Azul e vermelho";"Autor: Tabuas, Mireya Van Dalen, Patricia B·ez, Ricardo
Goldoni, Rubia Prates Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3670;;;;;;;;;;Peirop√≥lis;;;"978-85-7596-
362-3";||;;;;;
3671;"Cabelo com jeito diferente";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3671;;;;;;;;;;Rovelle;;;"978-85-8275-
025-4";||;;;;;
3672;"Gigante pouco a pouco";"Autor: Albo, Pablo Carrasco, Aitana
Meloni, Catarina, Meloni Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3672;;;;;;;;;;Biruta;;;"978-85-7848-
155-1";||;;;;;
3673;"EstÛrias em 3 atos";"Autor: QueirÛs, Bartolomeu Campos Balbachevsky, Igor Ano:  1992,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3673;;;;;;;;;"7. ed.";Miguilim,;;;;||;;;;;
3674;BebÍ-tubar„o;"Autor: Hetzel, Bia Massarani, Mariana Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3674;;;;;;;;;;Manati;;;"978-85-8251-
007-0";||;;;;;
3675;"O resgate da tartaruga";"Autor: Domenichelli, Guilherme Prezoto, Vanessa Ano:  2014,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3675;;;;;;;;;;"Panda Books";;;"978-85-7888-
335-5";||;;;;;
3676;"A cobra e o grilo";"Autor: Hetzel, Graziela Bozano Zigg, Ivan Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3676;;;;;;;;;;Ediouro;;;"85-00-00209-
3";||;;;;;
3677;"A oca e a toca";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3677;;;;;;;;;;"Escrita Fina";;;"978-85-
83130-42-0";||;;;;;
3678;"Jogos depois da chuva";"Autor: Dias, Christina Irusta, Carla Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3678;;;;;;;;;;FTD;;;"978-85-20-
00316-9";||;;;;;
3679;"HistÛria com poesia, alguns bichos e cia.";"Autor: Machado, Duda Lacaz, Guto Ano:  1997,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3679;;;;;;;;;"3. ed.";"Editora 34,";;;"85-7326-061-
0";||;;;;;
3680;"O vestido da mam„e";"Autor: Umpi Dani Moraes, Rodrigo Souza, Flavio de., Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3680;;;;;;;;;;FTD;;;"978-85-20-
00089-2";||;;;;;
3681;"Um problema atr·s do outro";;;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3681;;;;;;;;;"3. ed.";Minguilim,;;;"85-7442-009-
3";||;;;;;
3682;Felicidade;"Autor: Murray, Roseana, Castanha, Marilda Ano:  1998,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3682;;;;;;;;;"3. ed.";FTD,;;;"85-322-1555-
6";||;;;;;
3683;"Receitas de olhar";"Autor: Murray, Roseana, Vigna, Elvira Ano:  1999,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3683;;;;;;;;;"3. ed.";FTD,;;;"85-322-3535-
2";||;;;;;
3684;"Planejamento, programas e projetos";"Autor: Tosi, Maria Raineldes Ano:  2001,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3684;;;;;;;;;;Al√≠nea,;;;"978-85-
86491-92-6";||;;;;;
3685;"Caminhado e abrindo caminhos: trajetÛria de uma rede municipal de educaÁ„o";"Autor: Silva, Autora Helena F. E Evangelista, G. S. Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3685;;;;;;;;;;"Editora da UFG,";;;"978-85-7274-
244-1";||;;;;;
3686;"Bola no pÈ: a incrÌvel histÛria do futebol";"Autor: Massarani, Luisa, Abrucio, Marcos Zigg, Ivan Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3686;;;;;;;;;;Cortez,;;;"85-249-0993-
5";||;;;;;
3687;"A princesa da BabilÙnia";"Autor: Voltaire Messias, Adriano, Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3687;;;;;;;;;;Aletria;;;"978-85-
61167-74-5";||;;;;;
3688;"Uma histÛria de circo e liberdade";"Autor: Galassi, Nelly Rocha, Souza, Vagner de, Ano:  2003,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3688;;;;;;;;;;Escrituras;;;"85-7531-044-
5";||;;;;;
3689;"RefeiÁ„o: poemas";"Autor: Perna Filho, Francisco, Ano:  2001,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3689;;;;;;;;;;Kelps;;;;||;;;;;
3690;"Machado de Assis: crÙnica, conto, romance.";"Autor: Tufano, Douglas Assis, Machado de, 1839-
1908 Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3690;;;;;;;;;;Moderna;;;"978-85-16-
10188-6";||;;;;;
3691;"O monstro do seringal";"Autor: Rocha Filho, Rubem, Zenival Ano:  1996,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3691;;;;;;;;;;Baga√ßo;;;"85-7409-045- X";||;;;;;
3692;"Quem disse que eu n„o vou conseguir?";"Autor: Ribeiro, Marcos Paiva, Isabel de, Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3692;;;;;;;;;;Moderna;;;"978-85-16-
10119-0";||;;;;;
3693;"Todos acordamos um dia";"Autor: Faria, EdmÈia, Carti Ano:  2000,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3693;;;;;;;;;;RHJ;;;85-7153-11-8;||;;;;;
3694;I;"Autor: Medina, Daniel Bueno, Renata Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3694;;;;;;;;;;Moderna;;;"978-85-16-
09662-5";||;;;;;
3695;"Te conto que me contaram : te cuento que me contaron";"Autor: Kirinus, Gloria, Cardoso, Fernando, Ano:  2004,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3695;;;;;;;;;;Cortez;;;85-249-099-0;||;;;;;
3696;"A cavalaria";"Autor: Ragache, Claude- Catherine, Phillipps, Francis,
Machado, Ana Maria, Ano:  1993,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3696;;;;;;;;;;√Åtica;;;"85-08-04306-
6";||;;;;;
3697;"O Ûrf„o famoso";"Autor: Lucinda, Elisa, Lima, GraÁa, Ano:  2002,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3697;;;;;;;;;;Record;;;"85-01-06499-
8";||;;;;;
3698;"Pet, o drag„o e o mistÈrio das pegadas.";"Autor: Reyes-Ricon, Maya Ricon, Luiz Eduardo Fujita, Artur Ano:  2015,";;external;;;http://localhost/wordpress/collection/bibliotecamodelo/?object_id=3698;;;;;;;;;;Moderna;;;"978-85-16-
09668-7";||;;;;;
